2016/12/19,24.9,26.4,28.4
2016/12/12,24.6,26.1,28.1
2016/12/5,23.6,25.1,27.1
2016/11/28,23.3,24.8,26.8
2016/11/21,22.6,24.1,26.1
2016/11/14,22.5,24,26
2016/11/7,22.8,24.3,26.3
2016/10/31,23.8,25.3,27.3
2016/10/17,24,25.5,27.5
2016/10/10,23.8,25.3,27.3
2016/10/3,22.7,24.2,26.2
2016/9/26,22.6,24.1,26.1
2016/9/19,22.7,24.2,26.2
2016/9/5,22.9,24.4,26.4
2016/8/29,23.4,24.9,26.9
2016/8/22,23.3,24.8,26.8
2016/8/15,22.2,23.7,25.7
2016/8/8,21.8,23.3,25.3
2016/8/1,22.1,23.6,25.6
2016/7/18,22.7,24.2,26.2
2016/7/11,23.1,24.6,26.6
2016/7/4,23.4,24.9,26.9
2016/6/27,23.6,25.1,27.1
2016/6/20,23.4,24.9,26.9
2016/6/13,23.9,25.4,27.4
2016/5/23,23.6,25.1,27.1
2016/5/16,22.9,24.4,26.4
2016/5/2,22.6,24.1,26.1
2016/4/25,22.1,23.6,25.6
2016/4/18,22,23.5,25.5
2016/4/11,20.9,22.4,24.4
2016/4/4,21.1,22.6,24.6
2016/3/28,21.4,22.9,24.9
2016/3/21,21.2,22.7,24.7
2016/3/14,21.3,22.8,24.8
2016/3/7,20.4,21.9,23.9
2016/2/22,19.9,21.4,23.4
2016/2/15,19,20.5,22.5
2016/2/8,19.9,21.4,23.4
2016/2/1,19.3,20.8,22.8
2016/1/25,18.3,19.8,21.8
2016/1/18,18.4,19.9,21.9
2016/1/11,19.5,21,23
2015/12/28,19.9,21.4,23.4
2015/12/21,20.1,21.6,23.6
2015/12/14,20.8,22.3,24.3
2015/12/7,21.6,23.1,25.1
2015/11/30,21.7,23.2,25.2
2015/11/23,21.5,23,25
2015/11/16,22.2,23.7,25.7
2015/11/9,22.8,24.3,26.3
2015/10/26,22.6,24.1,26.1
2015/10/19,23.2,24.7,26.7
2015/10/12,23.6,25.1,27.1
2015/9/28,22.8,24.3,26.3
2015/9/21,22.7,24.2,26.2
2015/9/14,23.1,24.6,26.6
2015/9/7,23.4,24.9,26.9
2015/8/31,22.4,23.9,25.9
2015/8/24,23.1,24.6,26.6
2015/8/17,23.4,24.9,26.9
2015/8/10,23.3,24.8,26.8
2015/8/3,24.1,25.6,27.6
2015/7/27,24.5,26,28
2015/7/13,24.7,26.2,28.2
2015/7/6,25.5,27,29
2015/6/29,25.6,27.1,29.1
2015/6/22,25.7,27.2,29.2
2015/6/15,25.9,27.4,29.4
2015/6/8,25.7,27.2,29.2
2015/6/1,25.6,27.1,29.1
2015/5/25,25.9,27.4,29.4
2015/5/18,26.1,27.6,29.6
2015/5/11,26.3,27.8,29.8
2015/5/4,25.7,27.2,29.2
2015/4/27,25.5,27,29
2015/4/20,25.2,26.7,28.7
2015/4/13,24.4,25.9,27.9
2015/4/6,24.1,25.6,27.6
2015/3/30,24.2,25.7,27.7
2015/3/23,23.7,25.2,27.2
2015/3/16,24.5,26,28
2015/3/9,25.2,26.7,28.7
2015/3/2,25,26.5,28.5
2015/2/23,25.3,26.8,28.8
2015/2/16,24.5,26,28
2015/2/9,24,25.5,27.5
2015/2/2,22.1,23.6,25.6
2015/1/26,22.2,23.7,25.7
2015/1/19,22.1,23.6,25.6
2015/1/12,23.1,24.6,26.6
2015/1/5,24.3,25.8,27.8
2014/12/29,25,26.5,28.5
2014/12/22,24.9,26.4,28.4
2014/12/15,25.9,27.4,29.4
2014/12/8,26.9,28.4,30.4
2014/12/1,28.1,29.6,31.6
2014/11/24,28.3,29.8,31.8
2014/11/17,28.7,30.2,32.2
2014/11/10,29.2,30.7,32.7
2014/10/27,29.8,31.3,33.3
2014/10/20,30,31.5,33.5
2014/10/13,30.9,32.4,34.4
2014/10/6,31.5,33,35
2014/9/29,31.7,33.2,35.2
2014/9/22,31.9,33.4,35.4
2014/9/15,32,33.5,35.5
2014/9/8,32.5,34,36
2014/9/1,32.7,34.2,36.2
2014/8/25,32.5,34,36
2014/8/18,32.8,34.3,36.3
2014/8/11,33.1,34.6,36.6
2014/8/4,33.4,34.9,36.9
2014/7/28,33.5,35,37
2014/7/21,33.4,34.9,36.9
2014/7/14,33.6,35.1,37.1
2014/7/7,34,35.5,37.5
2014/6/30,34.4,35.9,37.9
2014/6/23,34.5,36,38
2014/6/16,33.9,35.4,37.4
2014/6/9,33.7,35.2,37.2
2014/6/2,33.9,35.4,37.4
2014/5/26,34,35.5,37.5
2014/5/19,33.8,35.3,37.3
2014/5/12,33.5,35,37
2014/5/5,33.7,35.2,37.2
2014/4/28,33.9,35.4,37.4
2014/4/21,33.8,35.3,37.3
2014/4/7,33.4,34.9,36.9
2014/3/31,33.7,35.2,37.2
2014/3/17,33.6,35.1,37.1
2014/3/3,33.9,35.4,37.4
2014/2/24,34,35.5,37.5
2014/2/17,33.8,35.3,37.3
2014/2/10,33.4,34.9,36.9
2014/1/27,33.7,35.2,37.2
2014/1/20,33.4,34.9,36.9
2014/1/13,33.5,35,37
2014/1/6,33.9,35.4,37.4
2013/12/30,34.3,35.8,37.8
2013/12/23,33.8,35.3,37.3
2013/12/16,33.6,35.1,37.1
2013/12/2,33.9,35.4,37.4
2013/11/25,33.5,35,37
2013/11/18,33.2,34.7,36.7
2013/11/11,32.9,34.4,36.4
2013/10/28,33.4,34.9,36.9
2013/10/14,33.6,35.1,37.1
2013/10/7,33.3,34.8,36.8
2013/9/30,33.5,35,37
2013/9/23,33.9,35.4,37.4
2013/9/16,34.2,35.7,37.7
2013/9/9,34.5,36,38
2013/9/2,34.7,36.2,38.2
2013/8/26,34,35.5,37.5
2013/8/19,33.8,35.3,37.3
2013/8/12,33.5,35,37
2013/8/5,33.6,35.1,37.1
2013/7/22,33.5,35,37
2013/7/15,33.4,34.9,36.9
2013/7/8,32.9,34.4,36.4
2013/7/1,32.5,34,36
2013/6/24,33,34.5,36.5
2013/6/17,32.8,34.3,36.3
2013/6/3,32.5,34,36
2013/5/13,32.6,34.1,36.1
2013/4/29,32.3,33.8,35.8
2013/4/22,32,33.5,35.5
2013/4/15,33,34.5,36.5
2013/4/8,33.6,35.1,37.1
2013/4/1,33.5,35,37
2013/3/25,33.3,34.8,36.8
2013/3/18,33.4,34.9,36.9
2013/3/11,33.5,35,37
2013/3/4,33.9,35.4,37.4
2013/2/25,34.5,36,38
2013/2/18,34.9,36.4,38.4
2013/2/11,34.6,36.1,38.1
2013/2/4,34.2,35.7,37.7
2013/1/28,33.6,35.1,37.1
2013/1/21,33.3,34.8,36.8
2013/1/7,33.5,35,37
2012/12/31,33.3,34.8,36.8
2012/12/24,33.2,34.7,36.7
2012/12/17,32.9,34.4,36.4
2012/12/10,33.2,34.7,36.7
2012/12/3,33.5,35,37
2012/11/26,33.6,35.1,37.1
2012/11/19,33.2,34.7,36.7
2012/11/12,33,34.5,36.5
2012/11/5,33.3,34.8,36.8
2012/10/29,33.4,34.9,36.9
2012/10/22,34,35.5,37.5
2012/10/15,34.1,35.6,37.6
2012/10/1,33.7,35.2,37.2
2012/9/24,34,35.5,37.5
2012/9/17,34.8,36.3,38.3
2012/9/10,34.7,36.2,38.2
2012/9/3,34.5,36,38
2012/8/27,34.8,36.3,38.3
2012/8/20,34.5,36,38
2012/8/13,33.9,35.4,37.4
2012/8/6,33.1,34.6,36.6
2012/7/30,32.8,34.3,36.3
2012/7/23,32.9,34.4,36.4
2012/7/16,32,33.5,35.5
2012/7/9,31.8,33.3,35.3
2012/7/2,30.8,32.3,34.3
2012/6/25,31,32.5,34.5
2012/6/18,31.4,32.9,34.9
2012/6/11,31.5,33,35
2012/6/4,32,33.5,35.5
2012/5/28,32.2,33.7,35.7
2012/5/21,32.5,34,36
2012/5/14,32.6,34.1,36.1
2012/5/7,33.1,34.6,36.6
2012/4/30,33.2,34.7,36.7
2012/4/23,33.3,34.8,36.8
2012/4/16,33.6,35.1,37.1
2012/4/9,33.9,35.4,37.4
2012/4/2,34,35.5,37.5
2012/3/26,31.7,32.4,33.9
2012/3/19,31.8,32.5,34
2012/3/12,31.7,32.4,33.9
2012/3/5,31.6,32.3,33.8
2012/2/27,31.5,32.2,33.7
2012/2/20,31.2,31.9,33.4
2012/2/13,31,31.7,33.2
2011/12/19,30.6,31.3,32.8
2011/12/12,30.9,31.6,33.1
2011/12/5,31,31.7,33.2
2011/11/28,30.9,31.6,33.1
2011/11/21,31.2,31.9,33.4
2011/11/14,31.3,32,33.5
2011/11/7,30.9,31.6,33.1
2011/10/24,31.1,31.8,33.3
2011/10/17,31,31.7,33.2
2011/10/10,30.6,31.3,32.8
2011/10/3,30.9,31.6,33.1
2011/9/5,31.2,31.9,33.4
2011/8/29,30.9,31.6,33.1
2011/8/22,30.8,31.5,33
2011/8/15,30.6,31.3,32.8
2011/8/8,31.2,31.9,33.4
2011/7/18,31.5,32.2,33.7
2011/7/11,31.2,31.9,33.4
2011/7/4,30.9,31.6,33.1
2011/6/27,31.1,31.8,33.3
2011/6/13,31.6,32.3,33.8
2011/6/6,31.5,32.2,33.7
2011/5/23,31.4,32.1,33.6
2011/5/16,31.5,32.2,33.7
2011/5/9,31.9,32.6,34.1
2011/5/2,32.5,33.2,34.7
2011/4/25,32.4,33.1,34.6
2011/4/18,32.5,33.2,34.7
2011/4/11,32.4,33.1,34.6
2011/4/4,32,32.7,34.2
2011/3/28,32.1,32.8,34.3
2011/3/21,31.9,32.6,34.1
2011/3/7,32.1,32.8,34.3
2011/2/28,31.8,32.5,34
2011/2/21,31.1,31.8,33.3
2011/1/31,30.8,31.5,33
2011/1/17,31,31.7,33.2
2011/1/10,30.9,31.6,33.1
2010/12/27,30.8,31.5,33
2010/12/20,30.6,31.3,32.8
2010/12/13,30.5,31.2,32.7
2010/12/6,30.1,30.8,32.3
2010/11/29,29.8,30.5,32
2010/11/22,29.9,30.6,32.1
2010/11/15,30.3,31,32.5
2010/11/8,29.8,30.5,32
2010/11/1,29.4,30.1,31.6
2010/10/25,29.3,30,31.5
2010/10/18,29.6,30.3,31.8
2010/10/11,29.7,30.4,31.9
2010/9/27,29,29.7,31.2
2010/9/13,28.8,29.5,31
2010/9/6,28.6,29.3,30.8
2010/8/30,28.2,28.9,30.4
2010/8/23,28.5,29.2,30.7
2010/8/16,29,29.7,31.2
2010/8/9,29.6,30.3,31.8
2010/8/2,28.8,29.5,31
2010/7/19,28.7,29.4,30.9
2010/7/12,28.2,28.9,30.4
2010/7/5,28.6,29.3,30.8
2010/6/21,29,29.7,31.2
2010/6/14,28.5,29.2,30.7
2010/6/7,28.6,29.3,30.8
2010/5/31,27.9,28.6,30.1
2010/5/24,28.4,29.1,30.6
2010/5/17,29.5,30.2,31.7
2010/5/10,29.8,30.5,32
2010/5/3,30,30.7,32.2
2010/4/19,29.8,30.5,32
2010/4/12,29.7,30.4,31.9
2010/4/5,29,29.7,31.2
2010/3/15,28.7,29.4,30.9
2010/3/8,28.5,29.2,30.7
2010/3/1,28.1,28.8,30.3
2010/2/13,27.9,28.6,30.1
2010/2/10,28.6,29.3,30.8
2010/2/9,29,29.7,31.2
2010/2/8,29.1,29.8,31.3
2010/2/1,28.8,29.5,31
2010/1/25,29.5,30.2,31.7
2010/1/11,30.1,30.8,32.3
2010/1/2,30,30.7,32.2
2009/12/26,29.2,29.9,31.4
2009/12/19,29.1,29.8,31.3
2009/12/12,29.8,30.5,32
2009/12/5,30.3,31,32.5
2009/11/28,30,30.7,32.2
2009/11/21,30.1,30.8,32.3
2009/11/14,30.2,30.9,32.4
2009/11/7,30.1,30.8,32.3
2009/10/31,29.5,30.2,31.7
2009/10/24,29.7,30.4,31.9
2009/10/17,28.8,29.5,31
2009/10/10,28.1,28.8,30.3
2009/10/3,27.6,28.3,29.8
2009/9/12,28.3,29,30.5
2009/9/5,28.6,29.3,30.8
2009/8/29,29,29.7,31.2
2009/8/22,28.7,29.4,30.9
2009/8/1,28.3,29,30.5
2009/7/25,27.6,28.3,29.8
2009/7/18,27,27.7,29.2
2009/7/11,27.4,28.1,29.6
2009/7/4,28.6,29.3,30.8
2009/6/27,28.3,29,30.5
2009/6/20,28,28.7,30.2
2009/6/13,27.3,28,29.5
2009/6/6,27,27.7,29.2
2009/5/30,26.5,27.2,28.7
2009/5/23,26.1,26.8,28.3
2009/5/16,26,26.7,28.2
2009/5/9,25.4,26.1,27.6
2009/5/2,24.5,25.2,26.7
2009/4/25,24.6,25.3,26.8
2009/4/18,24.9,25.6,27.1
2009/4/11,24.8,25.5,27
2009/4/4,24.2,24.9,26.4
2009/3/28,24.4,25.1,26.6
2009/3/21,23.3,24,25.5
2009/3/14,23,23.7,25.2
2009/3/7,23.1,23.8,25.3
2009/2/21,22.6,23.3,24.8
2009/2/14,22.8,23.5,25
2009/2/7,22.4,23.1,24.6
2009/1/24,22.1,22.8,24.3
2009/1/10,22.2,22.9,24.4
2009/1/3,20.3,21,22.5
2008/12/27,20.4,21.1,22.6
2008/12/20,20.8,21.5,23
2008/12/13,20.1,20.8,22.3
2008/12/6,20.5,21.2,22.7
2008/11/29,20.6,21.3,22.8
2008/11/22,20.7,21.4,22.9
2008/11/15,21.7,22.4,23.9
2008/11/1,23,23.7,25.2
2008/10/25,23.8,24.5,26
2008/10/18,25.2,25.9,27.4
2008/10/11,27.2,27.9,29.4
2008/10/4,29.5,30.2,31.7
2008/9/27,30.1,30.8,32.3
2008/9/20,29,29.7,31.2
2008/9/13,30.6,31.3,32.8
2008/9/6,31.9,32.6,34.1
2008/8/30,32.8,33.5,35
2008/8/23,32.3,33,34.5
2008/8/16,32.5,33.2,34.7
2008/8/9,33.4,34.1,35.6
2008/7/2,35.4,36.1,37.6
2008/5/28,33.9,34.6,36.1
2007/11/2,30,30.7,32.2
2007/10/2,29.1,29.8,31.3
2007/9/2,27.8,28.5,30
2007/8/15,28.4,29.1,30.6
2007/7/25,29.1,29.8,31.3
2007/7/18,29,29.7,31.2
2007/7/11,28.6,29.3,30.8
2007/7/4,28.3,29,30.5
2007/6/20,27.9,28.6,30.1
2007/6/6,27.3,28,29.5
2007/5/30,27.1,27.8,29.3
2007/5/23,27.4,28.1,29.6
2007/5/16,26.6,27.3,28.8
2007/5/9,26.3,27,28.5
2007/4/25,27.3,28,29.5
2007/4/18,26.8,27.5,29
2007/4/11,26.3,27,28.5
2007/4/4,27.3,28,29.5
2007/3/28,26.9,27.6,29.1
2007/3/21,25.6,26.3,27.8
2007/3/14,26.1,26.8,28.3
2007/3/7,26.3,27,28.5
2007/2/28,26.6,27.3,28.8
2007/2/14,25.8,26.5,28
2007/2/7,26,26.7,28.2
2007/1/31,25,25.7,27.2
2007/1/24,24.4,25.1,26.6
2007/1/17,24.8,25.5,27
2007/1/10,25.4,26.1,27.6
2007/1/3,26.5,27.2,28.7
2006/12/27,26.9,27.6,29.1
2006/12/20,27,27.7,29.2
2006/12/13,26.7,27.4,28.9
2006/12/6,27,27.7,29.2
2006/11/29,26.5,27.2,28.7
2006/11/22,25.4,26.1,27.6
2006/11/15,26,26.7,28.2
2006/11/8,26.3,27,28.5
2006/11/1,25.9,26.6,28.1
2006/10/25,25.6,26.3,27.8
2006/10/11,26.3,27,28.5
2006/9/26,26.5,27.2,28.7
2006/9/14,27.4,28.1,29.6
2006/7/7,27.9,28.6,30.1
2006/4/19,26.9,27.6,29.1
2006/2/14,24.9,25.6,27.1
2005/10/24,23.9,24.6,26.1
2005/8/2,24.7,25.4,26.9
2005/3/10,23.2,23.9,25.4
2004/12/30,22.2,22.9,24.4
2004/9/22,22.5,23.2,24.7
2004/7/16,21.9,22.6,24.1
2004/3/25,21.5,22.2,23.7
2004/1/16,20.9,21.6,23.1
2004/1/7,20.1,20.8,22.3
2003/12/17,19.6,20.3,21.8
2003/11/1,19.1,19.8,21.3
2003/9/20,19.6,20.3,21.8
2003/8/9,20.1,20.8,22.3
2003/4/14,19.1,19.8,21.3
2003/4/4,19.9,20.6,21.9
2003/2/22,20.9,21.6,22.9
2003/1/9,20.1,20.8,22.1
2002/12/28,19.6,20.3,21.6
2002/10/26,19.3,20,21.3
2002/9/27,18.5,19.6,20.9
2002/8/20,18.1,19.2,20.5
2002/6/1,17.1,18.2,19.5
2002/4/10,18.1,19.2,20.5
2001/12/8,17.1,18.2,19.4
2001/11/17,18.1,19.2,20.4
2001/6/29,18.4,19.5,20.7
2001/4/5,18.9,20,21.2
2000/11/3,19.2,20.2,21.2
2000/10/27,19.5,20.5,21.5
2000/9/27,19.2,20.2,21.2
2000/9/20,19.6,20.6,21.6
2000/8/2,18.3,19.3,20.3
2000/6/21,18.6,19.6,20.6
2000/3/29,18.1,19.1,20.1
2000/2/16,17.6,18.6,19.6
1999/12/8,17.2,18.2,19.2
1999/11/10,16.8,17.8,18.8
1999/9/1,16.4,17.4,18.4
1999/8/11,16.4,17.4,18.4
1999/7/14,16,17,18
,,,
,,,
,,,
,,,
,,,
,,,
